25,69
25,69
25,69
25,75
25,69
25,69
25,69
25,69
25,69
25,62
25,69
25,69
25,69
25,69
25,69
25,69
25,69
25,62
25,62
25,62
25,69
25,69
25,62
25,62
25,69
25,69
25,69
25,69
25,62
25,69
25,69
25,69
25,62
25,69
25,69
25,69
25,69
25,69
25,69
25,69
25,69
25,62
25,69
25,69
25,69
25,62
25,62
25,69
25,62
25,62
25,69
25,69
25,69
25,69
25,69
25,69
25,69
25,69
25,75
25,69
25,75
25,75
25,75
25,75
25,75
25,75
25,75
25,81
25,75
25,75
25,75
25,81
25,81
25,81
25,81
25,81
25,87
25,87
25,87
25,87
25,87
25,87
25,94
25,94
25,94
26,00
26,00
26,00
26,00
26,06
26,06
26,06
26,00
26,12
26,06
26,06
26,06
26,12
26,06
26,12
26,12
26,12
26,19
26,19
26,25
26,25
26,31
26,31
26,37
26,37
26,37
26,44
26,44
26,50
26,56
26,56
26,56
26,62
26,62
26,69
26,75
26,81
26,81
26,87
26,87
26,94
27,00
27,06
27,06
27,12
27,19
27,19
27,19
27,25
27,31
27,31
27,37
27,44
27,44
27,50
27,56
27,56
27,62
27,62
27,62
27,75
27,75
27,75
27,81
27,87
27,87
27,94
27,94
28,00
28,06
28,12
28,12
28,19
28,25
28,31
28,31
28,37
28,50
28,50
28,56
28,62
28,69
28,75
28,87
28,87
28,94
29,06
29,06
29,12
29,19
29,25
29,31
29,37
29,44
29,56
29,62
29,69
29,81
29,94
30,00
30,12
30,19
30,31
30,44
30,50
30,56
30,69
30,87
30,94
31,12
31,19
31,31
31,37
31,44
31,50
31,56
31,62
31,69
31,69
31,69
31,75
31,81
31,81
31,87
31,94
32,00
32,06
32,06
32,13
32,31
32,38
32,44
32,50
32,63
32,69
32,81
32,81
32,88
33,00
33,06
33,06
33,19
33,25
33,31
33,38
33,44
33,56
33,63
33,69
33,81
33,88
34,00
34,06
34,13
34,25
34,31
34,38
34,44
34,50
34,56
34,63
34,75
34,81
34,88
35,00
35,06
35,19
35,31
35,38
35,50
35,56
35,63
35,69
35,75
35,81
35,88
36,00
36,06
36,13
36,25
36,31
36,38
36,44
36,50
36,63
36,69
36,75
36,81
36,88
37,00
37,06
37,13
37,25
37,31
37,44
37,50
37,56
37,69
37,69
37,81
37,88
37,94
38,06
38,13
38,25
38,38
38,44
38,56
38,63
38,75
38,75
38,88
38,94
39,00
39,06
39,19
39,19
39,31
39,38
39,44
39,56
39,63
39,69
39,75
39,81
39,88
40,00
40,06
40,13
40,19
40,31
40,38
40,44
40,56
40,63
40,69
40,81
40,88
41,00
41,06
41,13
41,25
41,31
41,44
41,50
41,56
41,69
41,75
41,81
41,94
42,06
42,13
42,19
42,31
42,38
42,44
42,56
42,56
42,69
42,69
42,81
42,81
42,94
43,00
43,00
43,06
43,19
43,19
43,25
43,38
43,44
43,50
43,63
43,69
43,81
43,88
43,94
44,06
44,13
44,25
44,31
44,44
44,50
44,63
44,63
44,75
44,81
44,94
45,00
45,06
45,19
45,25
45,31
45,38
45,44
45,56
45,63
45,69
45,75
45,81
45,94
46,00
46,06
46,19
46,25
46,31
46,38
46,44
46,50
46,56
46,63
46,69
46,69
46,75
46,81
46,88
46,94
47,00
47,06
47,13
47,19
47,31
47,38
47,44
47,44
47,56
47,63
47,69
47,81
47,88
48,00
48,06
48,19
48,31
48,38
48,44
48,56
48,63
48,69
48,75
48,81
48,88
49,00
49,06
49,13
49,19
49,25
49,38
49,38
49,44
49,50
49,56
49,63
49,63
49,75
49,81
49,88
49,94
50,00
50,13
50,13
50,25
50,25
50,38
50,44
50,56
50,63
50,75
50,81
50,94
50,94
51,06
51,13
51,19
51,25
51,31
51,38
51,44
51,50
51,56
51,63
51,63
51,75
51,81
51,88
